Positive	Negative	Text	Explanation
1	-1	Fixed javadoc link and added more news.   	Fixed javadoc link and added more news .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix for HADOOP-22: remove unused imports.  By Sami Siren.   	Fix for HADOOP -22 :remove unused imports .[sentence: 1,-1] By Sami Siren .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix HADOOP-21: fix mapred webapp jsp for split from Nutch.  Contributed by Owen O'Malley.   	Fix HADOOP -21 :fix mapred webapp jsp for split from Nutch .[sentence: 1,-1] Contributed by Owen O'Malley .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Remove vestige of Nutch's build.xml so that nightly target will run.    	Remove vestige of Nutch's build .[sentence: 1,-1] xml so that nightly target will run .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix HADOOP-5: add commons logging jar to lib.   	Fix HADOOP -5 :add commons logging jar to lib .[sentence: 1,-1]  [result: max + and - of any sentence]
2	-2	Remove a few vestiges of Nutch's plugin mechanism, fixing bug HADOOP-6 (Thanks, Owen!).  Also fix a few typos.    	Remove a few vestiges of Nutch's plugin mechanism ,fixing bug[-2]HADOOP -6 (Thanks[2],Owen !).[+0.6 punctuation mood emphasis][sentence: 2,-2] Also fix a few typos .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-2	Fix some config problems, remove notion of app resources: it's overkill.   	Fix some config problems[-2],remove notion of app resources :it's overkill .[sentence: 1,-2]  [result: max + and - of any sentence]
1	-1	Don't require final resoureces.   	Don't require final resoureces .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-2	Permit multiple default and final Configuration resources.   	Permit multiple default[-2]and final Configuration resources .[sentence: 1,-2]  [result: max + and - of any sentence]
1	-1	First version that passes unit tests.   	First version that passes unit tests .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	First version that compiles.   	First version that compiles .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Initial commit of code copied from Nutch.   	Initial commit of code copied from Nutch .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Initial commit of code copied from Nutch.   	Initial commit of code copied from Nutch .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Slightly improved logo.   	Slightly improved[2][+-1 booster word]logo .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	First version of website.   	First version of website .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Create hadoop sub-project.   	Create hadoop sub -project .[sentence: 1,-1]  [result: max + and - of any sentence]
